11315,11292,"Dickinson, ND","Denver, CO",488,6904,1611,R1611
10221,11292,"Alliance, NE","Denver, CO",180,1177,1612,R1612
10925,11292,"Chadron, NE","Denver, CO",221,1177,1613,R1613
10950,11292,"Cortez, CO","Denver, CO",277,1177,1614,R1614
11292,10221,"Denver, CO","Alliance, NE",180,1177,1615,R1615
11292,10925,"Denver, CO","Chadron, NE",221,1177,1616,R1616
11292,13200,"Denver, CO","McCook, NE",218,1177,1617,R1617
11292,15582,"Denver, CO","Vernal, UT",259,1177,1618,R1618
13200,11292,"McCook, NE","Denver, CO",218,1177,1619,R1619
15582,11292,"Vernal, UT","Denver, CO",259,1177,1620,R1620
11292,11267,"Denver, CO","Dayton, OH",1085,7041,1621,R1621
12888,11292,"Laramie, WY","Denver, CO",113,6700,1622,R1622
12992,11292,"Little Rock, AR","Denver, CO",771,6700,1623,R1623
11292,10299,"Denver, CO","Anchorage, AK",2405,0A875,1624,R1624
11292,11109,"Denver, CO","Colorado Springs, CO",73,6003,1625,R1625
10279,11292,"Amarillo, TX","Denver, CO",359,6904,1626,R1626
11292,10279,"Denver, CO","Amarillo, TX",359,6904,1627,R1627
11109,12892,"Colorado Springs, CO","Los Angeles, CA",834,6700,1628,R1628
11292,14893,"Denver, CO","Sacramento, CA",909,6700,1629,R1629
11292,14057,"Denver, CO","Portland, OR",991,0A875,1630,R1630
12266,11292,"Houston, TX","Denver, CO",862,0A875,1631,R1631
10397,11292,"Atlanta, GA","Denver, CO",1199,6725,1632,R1632
11292,11884,"Denver, CO","Spokane, WA",836,6725,1633,R1633
11292,13495,"Denver, CO","New Orleans, LA",1062,6725,1634,R1634
11292,14107,"Denver, CO","Phoenix, AZ",602,6460,1635,R1635
14107,11292,"Phoenix, AZ","Denver, CO",602,6460,1636,R1636
11292,10950,"Denver, CO","Cortez, CO",277,1177,1637,R1637
11292,10397,"Denver, CO","Atlanta, GA",1199,1260,1638,R1638
11292,13502,"Denver, CO","Montrose/Delta, CO",196,7041,1639,R1639
13502,11292,"Montrose/Delta, CO","Denver, CO",196,7041,1640,R1640
11292,13433,"Denver, CO","Minot, ND",604,6700,1641,R1641
13433,11292,"Minot, ND","Denver, CO",604,6700,1642,R1642
11292,14570,"Denver, CO","Reno, NV",804,0A875,1643,R1643
12892,11292,"Los Angeles, CA","Denver, CO",862,0A875,1644,R1644
14570,11292,"Reno, NV","Denver, CO",804,0A875,1645,R1645
14492,11292,"Raleigh/Durham, NC","Denver, CO",1436,6725,1646,R1646
10397,11292,"Atlanta, GA","Denver, CO",1199,1260,1647,R1647
11292,10561,"Denver, CO","Bakersfield, CA",845,6700,1648,R1648
11292,11865,"Denver, CO","Gillette, WY",313,6700,1649,R1649
11292,12992,"Denver, CO","Little Rock, AR",771,6700,1650,R1650
11292,14543,"Denver, CO","Rock Springs, WY",260,6700,1651,R1651
11865,11292,"Gillette, WY","Denver, CO",313,6700,1652,R1652
13930,11109,"Chicago, IL","Colorado Springs, CO",911,6700,1653,R1653
14543,11292,"Rock Springs, WY","Denver, CO",260,6700,1654,R1654
14869,11109,"Salt Lake City, UT","Colorado Springs, CO",411,6700,1655,R1655
10849,11292,"Bozeman, MT","Denver, CO",524,0A875,1656,R1656
11292,10849,"Denver, CO","Bozeman, MT",524,0A875,1657,R1657
11292,12892,"Denver, CO","Los Angeles, CA",862,0A875,1658,R1658
12889,11292,"Las Vegas, NV","Denver, CO",628,0A875,1659,R1659
11292,13891,"Denver, CO","Ontario, CA",819,6725,1660,R1660
11292,14492,"Denver, CO","Raleigh/Durham, NC",1436,6725,1661,R1661
11292,15304,"Denver, CO","Tampa, FL",1506,6725,1662,R1662
13495,11292,"New Orleans, LA","Denver, CO",1062,6725,1663,R1663
11292,14908,"Denver, CO","Santa Ana, CA",846,6460,1664,R1664
14908,11292,"Santa Ana, CA","Denver, CO",846,6460,1665,R1665
11292,12896,"Denver, CO","Lubbock, TX",456,6904,1666,R1666
12896,11292,"Lubbock, TX","Denver, CO",456,6904,1667,R1667
13486,11292,"Missoula, MT","Denver, CO",679,6904,1668,R1668
11092,11292,"Moab, UT","Denver, CO",283,1177,1669,R1669
11292,11092,"Denver, CO","Moab, UT",283,1177,1670,R1670
11109,14869,"Colorado Springs, CO","Salt Lake City, UT",411,6700,1671,R1671
11292,12266,"Denver, CO","Houston, TX",862,0A875,1672,R1672
11292,10721,"Denver, CO","Boston, MA",1754,6725,1673,R1673
11292,15376,"Denver, CO","Tucson, AZ",639,6725,1674,R1674
13487,11292,"Minneapolis, MN","Denver, CO",680,6460,1675,R1675
11292,13930,"Denver, CO","Chicago, IL",888,6830,1676,R1676
11122,11292,"Casper, WY","Denver, CO",230,6904,1677,R1677
11292,13486,"Denver, CO","Missoula, MT",679,6904,1678,R1678
10721,11292,"Boston, MA","Denver, CO",1754,6673,1679,R1679
11292,10721,"Denver, CO","Boston, MA",1754,6673,1680,R1680
11292,14869,"Denver, CO","Salt Lake City, UT",391,1260,1681,R1681
14869,11292,"Salt Lake City, UT","Denver, CO",391,1260,1682,R1682
13198,11292,"Kansas City, MO","Denver, CO",533,7041,1683,R1683
11292,11109,"Denver, CO","Colorado Springs, CO",73,6700,1684,R1684
11292,14869,"Denver, CO","Salt Lake City, UT",391,6700,1685,R1685
12892,10372,"Los Angeles, CA","Aspen, CO",737,6700,1686,R1686
14869,11292,"Salt Lake City, UT","Denver, CO",391,6700,1687,R1687
11292,14057,"Denver, CO","Portland, OR",991,0A875,1688,R1688
12889,11292,"Las Vegas, NV","Denver, CO",628,0A875,1689,R1689
11292,15016,"Denver, CO","St. Louis, MO",770,6725,1690,R1690
11292,15370,"Denver, CO","Tulsa, OK",541,6725,1691,R1691
11292,13487,"Denver, CO","Minneapolis, MN",680,6460,1692,R1692
11292,11122,"Denver, CO","Casper, WY",230,6904,1693,R1693
11292,15016,"Denver, CO","St. Louis, MO",770,6904,1694,R1694
11292,13303,"Denver, CO","Miami, FL",1709,0A050,1695,R1695
14100,11292,"Philadelphia, PA","Denver, CO",1558,0A050,1696,R1696
14252,11292,"Pasco/Kennewick/Richland, WA","Denver, CO",852,6700,1697,R1697
14794,11292,"St. George, UT","Denver, CO",517,6700,1698,R1698
10620,11292,"Billings, MT","Denver, CO",455,0A875,1699,R1699
11292,10620,"Denver, CO","Billings, MT",455,0A875,1700,R1700
13930,11292,"Chicago, IL","Denver, CO",888,0A875,1701,R1701
11193,11292,"Cincinnati, OH","Denver, CO",1069,6460,1702,R1702
11292,12266,"Denver, CO","Houston, TX",862,6460,1703,R1703
11292,13204,"Denver, CO","Orlando, FL",1546,6460,1704,R1704
12266,11292,"Houston, TX","Denver, CO",862,6460,1705,R1705
12892,11292,"Los Angeles, CA","Denver, CO",862,6460,1706,R1706
11292,12889,"Denver, CO","Las Vegas, NV",628,6830,1707,R1707
13930,11292,"Chicago, IL","Denver, CO",888,6830,1708,R1708
11292,12389,"Denver, CO","Williston, ND",576,6904,1709,R1709
12389,11292,"Williston, ND","Denver, CO",576,6904,1710,R1710
11292,14107,"Denver, CO","Phoenix, AZ",602,0A050,1711,R1711
13303,11292,"Miami, FL","Denver, CO",1709,0A050,1712,R1712
14107,11292,"Phoenix, AZ","Denver, CO",602,0A050,1713,R1713
10372,12892,"Aspen, CO","Los Angeles, CA",737,6700,1714,R1714
11292,11540,"Denver, CO","El Paso, TX",563,6700,1715,R1715
11292,14252,"Denver, CO","Pasco/Kennewick/Richland, WA",852,6700,1716,R1716
11292,14794,"Denver, CO","St. George, UT",517,6700,1717,R1717
11413,14107,"Durango, CO","Phoenix, AZ",353,6700,1718,R1718
11540,11292,"El Paso, TX","Denver, CO",563,6700,1719,R1719
11921,14107,"Grand Junction, CO","Phoenix, AZ",438,6700,1720,R1720
14107,11413,"Phoenix, AZ","Durango, CO",353,6700,1721,R1721
14107,11921,"Phoenix, AZ","Grand Junction, CO",438,6700,1722,R1722
10721,11292,"Boston, MA","Denver, CO",1754,0A875,1723,R1723
11292,12889,"Denver, CO","Las Vegas, NV",628,0A875,1724,R1724
11292,11193,"Denver, CO","Cincinnati, OH",1069,6460,1725,R1725
11292,12889,"Denver, CO","Las Vegas, NV",628,6460,1726,R1726
11292,12892,"Denver, CO","Los Angeles, CA",862,6460,1727,R1727
11292,14771,"Denver, CO","San Francisco, CA",967,6460,1728,R1728
12889,11292,"Las Vegas, NV","Denver, CO",628,6460,1729,R1729
13204,11292,"Orlando, FL","Denver, CO",1546,6460,1730,R1730
14771,11292,"San Francisco, CA","Denver, CO",967,6460,1731,R1731
12889,11292,"Las Vegas, NV","Denver, CO",628,6830,1732,R1732
11292,14674,"Denver, CO","Santa Fe, NM",303,6904,1733,R1733
14674,11292,"Santa Fe, NM","Denver, CO",303,6904,1734,R1734
11292,14100,"Denver, CO","Philadelphia, PA",1558,0A050,1735,R1735
11066,11292,"Columbus, OH","Denver, CO",1154,6725,1736,R1736
11292,13796,"Denver, CO","Oakland, CA",957,6725,1737,R1737
11292,14747,"Denver, CO","Seattle, WA",1024,6725,1738,R1738
15016,11292,"St. Louis, MO","Denver, CO",770,7041,1739,R1739
10721,11292,"Boston, MA","Denver, CO",1754,6725,1740,R1740
11292,11122,"Denver, CO","Casper, WY",230,7041,1741,R1741
11292,15376,"Denver, CO","Tucson, AZ",639,6700,1742,R1742
11122,11292,"Casper, WY","Denver, CO",230,7041,1743,R1743
15304,11292,"Tampa, FL","Denver, CO",1506,6725,1744,R1744
11921,11292,"Grand Junction, CO","Denver, CO",212,6904,1745,R1745
12953,11292,"New York, NY","Denver, CO",1620,0A875,1746,R1746
11292,11921,"Denver, CO","Grand Junction, CO",212,6904,1747,R1747
11292,11618,"Denver, CO","Newark, NJ",1605,0A875,1748,R1748
11292,12003,"Denver, CO","Great Falls, MT",624,6700,1749,R1749
12003,11292,"Great Falls, MT","Denver, CO",624,6700,1750,R1750
11292,12264,"Denver, CO","Washington, DC",1452,0A875,1751,R1751
14057,11292,"Portland, OR","Denver, CO",991,0A875,1752,R1752
12266,11292,"Houston, TX","Denver, CO",862,0A875,1753,R1753
14107,11292,"Phoenix, AZ","Denver, CO",602,6725,1754,R1754
11292,11638,"Denver, CO","Fresno, CA",844,6700,1755,R1755
11292,11921,"Denver, CO","Grand Junction, CO",212,6700,1756,R1756
11921,11292,"Grand Junction, CO","Denver, CO",212,6700,1757,R1757
11292,14771,"Denver, CO","San Francisco, CA",967,0A875,1758,R1758
11292,13487,"Denver, CO","Minneapolis, MN",680,0A875,1759,R1759
14771,11292,"San Francisco, CA","Denver, CO",967,0A875,1760,R1760
11292,11618,"Denver, CO","Newark, NJ",1605,6725,1761,R1761
11292,14107,"Denver, CO","Phoenix, AZ",602,6725,1762,R1762
11292,13342,"Denver, CO","Milwaukee, WI",896,6725,1763,R1763
11292,10721,"Denver, CO","Boston, MA",1754,0A875,1764,R1764
11292,14457,"Denver, CO","Rapid City, SD",300,6904,1765,R1765
10627,11292,"Bismarck/Mandan, ND","Denver, CO",516,6904,1766,R1766
12191,11292,"Houston, TX","Denver, CO",883,6725,1767,R1767
14679,11292,"San Diego, CA","Denver, CO",853,6725,1768,R1768
11292,10627,"Denver, CO","Bismarck/Mandan, ND",516,6904,1769,R1769
11292,13796,"Denver, CO","Oakland, CA",957,6725,1770,R1770
13851,11292,"Oklahoma City, OK","Denver, CO",495,6725,1771,R1771
14869,11292,"Salt Lake City, UT","Denver, CO",391,6003,1772,R1772
11292,12264,"Denver, CO","Washington, DC",1452,6725,1773,R1773
14457,11292,"Rapid City, SD","Denver, CO",300,6904,1774,R1774
11292,13851,"Denver, CO","Oklahoma City, OK",495,6725,1775,R1775
11292,14057,"Denver, CO","Portland, OR",991,6725,1776,R1776
14683,11292,"San Antonio, TX","Denver, CO",794,6725,1777,R1777
11292,14747,"Denver, CO","Seattle, WA",1024,6725,1778,R1778
11637,11292,"Fargo, ND","Denver, CO",627,6700,1779,R1779
11292,12953,"Denver, CO","New York, NY",1620,0A875,1780,R1780
10272,11292,"Alamosa, CO","Denver, CO",179,1177,1781,R1781
11292,14288,"Denver, CO","Pueblo, CO",109,6932,1782,R1782
14288,11292,"Pueblo, CO","Denver, CO",109,6932,1783,R1783
11292,10272,"Denver, CO","Alamosa, CO",179,1177,1784,R1784
14057,11292,"Portland, OR","Denver, CO",991,6725,1785,R1785
13342,11292,"Milwaukee, WI","Denver, CO",896,6725,1786,R1786
10140,11292,"Albuquerque, NM","Denver, CO",349,6725,1787,R1787
14747,11292,"Seattle, WA","Denver, CO",1024,6031,1788,R1788
11292,12266,"Denver, CO","Houston, TX",862,0A875,1789,R1789
14908,11292,"Santa Ana, CA","Denver, CO",846,0A875,1790,R1790
11292,14747,"Denver, CO","Seattle, WA",1024,6031,1791,R1791
11292,14908,"Denver, CO","Santa Ana, CA",846,0A875,1792,R1792
11292,12892,"Denver, CO","Los Angeles, CA",862,0A875,1793,R1793
11278,11292,"Washington, DC","Denver, CO",1476,6460,1794,R1794
12953,11292,"New York, NY","Denver, CO",1620,0A875,1795,R1795
14771,11292,"San Francisco, CA","Denver, CO",967,0A875,1796,R1796
13930,11292,"Chicago, IL","Denver, CO",888,0A050,1797,R1797
11292,11637,"Denver, CO","Fargo, ND",627,6700,1798,R1798
11292,14771,"Denver, CO","San Francisco, CA",967,0A875,1799,R1799
11292,11278,"Denver, CO","Washington, DC",1476,6460,1800,R1800
11292,12191,"Denver, CO","Houston, TX",883,6725,1801,R1801
11292,13930,"Denver, CO","Chicago, IL",888,0A050,1802,R1802
11292,14683,"Denver, CO","San Antonio, TX",794,6725,1803,R1803
11292,12953,"Denver, CO","New York, NY",1620,0A875,1804,R1804
12892,11292,"Los Angeles, CA","Denver, CO",862,0A875,1805,R1805
12264,11292,"Washington, DC","Denver, CO",1452,0A875,1806,R1806
11292,10140,"Denver, CO","Albuquerque, NM",349,6725,1807,R1807
11292,10800,"Denver, CO","Burbank, CA",850,6725,1808,R1808
11292,12339,"Denver, CO","Indianapolis, IN",977,6725,1809,R1809
10800,11292,"Burbank, CA","Denver, CO",850,6725,1810,R1810
12953,11292,"New York, NY","Denver, CO",1620,6725,1811,R1811
11292,13871,"Denver, CO","Omaha, NE",472,6725,1812,R1812
13871,11292,"Omaha, NE","Denver, CO",472,6725,1813,R1813
11292,12191,"Denver, CO","Houston, TX",883,6725,1814,R1814
11292,10821,"Denver, CO","Baltimore, MD",1491,6725,1815,R1815
10397,11292,"Atlanta, GA","Denver, CO",1199,6725,1816,R1816
14869,11292,"Salt Lake City, UT","Denver, CO",391,6700,1817,R1817
11292,11618,"Denver, CO","Newark, NJ",1605,0A875,1818,R1818
11921,14869,"Grand Junction, CO","Salt Lake City, UT",216,6700,1819,R1819
11292,15016,"Denver, CO","St. Louis, MO",770,6725,1820,R1820
14869,11921,"Salt Lake City, UT","Grand Junction, CO",216,6700,1821,R1821
13204,11292,"Orlando, FL","Denver, CO",1546,6725,1822,R1822
11292,14771,"Denver, CO","San Francisco, CA",967,1006,1823,R1823
14771,11292,"San Francisco, CA","Denver, CO",967,1006,1824,R1824
11292,13204,"Denver, CO","Orlando, FL",1546,6725,1825,R1825
10693,11292,"Nashville, TN","Denver, CO",1014,6725,1826,R1826
12280,11292,"Idaho Falls, ID","Denver, CO",458,6700,1827,R1827
14831,11292,"San Jose, CA","Denver, CO",948,6725,1828,R1828
11292,12892,"Denver, CO","Los Angeles, CA",862,0A050,1829,R1829
11292,12280,"Denver, CO","Idaho Falls, ID",458,6700,1830,R1830
11292,10821,"Denver, CO","Baltimore, MD",1491,6725,1831,R1831
11298,11921,"Dallas/Fort Worth, TX","Grand Junction, CO",773,6820,1832,R1832
11413,11298,"Durango, CO","Dallas/Fort Worth, TX",674,6689,1833,R1833
11921,11298,"Grand Junction, CO","Dallas/Fort Worth, TX",773,6820,1834,R1834
12892,11292,"Los Angeles, CA","Denver, CO",862,0A050,1835,R1835
11298,11413,"Dallas/Fort Worth, TX","Durango, CO",674,6689,1836,R1836
13796,11292,"Oakland, CA","Denver, CO",957,6725,1837,R1837
11109,11292,"Colorado Springs, CO","Denver, CO",73,6700,1838,R1838
14747,11292,"Seattle, WA","Denver, CO",1024,0A875,1839,R1839
11292,13930,"Denver, CO","Chicago, IL",888,0A050,1840,R1840
13930,11292,"Chicago, IL","Denver, CO",888,0A050,1841,R1841
14747,11292,"Seattle, WA","Denver, CO",1024,6725,1842,R1842
12191,11292,"Houston, TX","Denver, CO",883,6725,1843,R1843
11292,10693,"Denver, CO","Nashville, TN",1014,6725,1844,R1844
11292,14771,"Denver, CO","San Francisco, CA",967,6725,1845,R1845
11292,10397,"Denver, CO","Atlanta, GA",1199,6725,1846,R1846
14747,11292,"Seattle, WA","Denver, CO",1024,6700,1847,R1847
11618,11292,"Newark, NJ","Denver, CO",1605,0A875,1848,R1848
11292,14747,"Denver, CO","Seattle, WA",1024,6700,1849,R1849
11638,11292,"Fresno, CA","Denver, CO",844,6700,1850,R1850
11292,14771,"Denver, CO","San Francisco, CA",967,0A875,1851,R1851
15016,11292,"St. Louis, MO","Denver, CO",770,6725,1852,R1852
12339,11292,"Indianapolis, IN","Denver, CO",977,6725,1853,R1853
11292,14747,"Denver, CO","Seattle, WA",1024,0A875,1854,R1854
14679,11292,"San Diego, CA","Denver, CO",853,6725,1855,R1855
11292,10423,"Denver, CO","Austin, TX",775,6725,1856,R1856
11292,14831,"Denver, CO","San Jose, CA",948,6725,1857,R1857
11292,14869,"Denver, CO","Salt Lake City, UT",391,6700,1858,R1858
10423,11292,"Austin, TX","Denver, CO",775,6725,1859,R1859
11413,11292,"Durango, CO","Denver, CO",250,7041,1860,R1860
11292,11413,"Denver, CO","Durango, CO",250,7041,1861,R1861
11292,14893,"Denver, CO","Sacramento, CA",909,6725,1862,R1862
13232,11292,"Chicago, IL","Denver, CO",895,6725,1863,R1863
14771,11292,"San Francisco, CA","Denver, CO",967,0A875,1864,R1864
14893,11292,"Sacramento, CA","Denver, CO",909,6725,1865,R1865
11109,11298,"Colorado Springs, CO","Dallas/Fort Worth, TX",592,0A050,1866,R1866
11298,11109,"Dallas/Fort Worth, TX","Colorado Springs, CO",592,0A050,1867,R1867
11292,13232,"Denver, CO","Chicago, IL",895,6725,1868,R1868
14771,11292,"San Francisco, CA","Denver, CO",967,6725,1869,R1869
10821,11292,"Baltimore, MD","Denver, CO",1491,6725,1870,R1870
11109,11292,"Colorado Springs, CO","Denver, CO",73,6700,1871,R1871
12266,11292,"Houston, TX","Denver, CO",862,0A875,1872,R1872
11292,13487,"Denver, CO","Minneapolis, MN",680,6725,1873,R1873
11292,14679,"Denver, CO","San Diego, CA",853,6725,1874,R1874
13487,11292,"Minneapolis, MN","Denver, CO",680,6725,1875,R1875
11292,11109,"Denver, CO","Colorado Springs, CO",73,6700,1876,R1876
12264,11292,"Washington, DC","Denver, CO",1452,0A875,1877,R1877
12892,11292,"Los Angeles, CA","Denver, CO",862,6700,1878,R1878
11292,12892,"Denver, CO","Los Angeles, CA",862,6700,1879,R1879
11292,14908,"Denver, CO","Santa Ana, CA",846,6725,1880,R1880
14908,11292,"Santa Ana, CA","Denver, CO",846,6725,1881,R1881
10397,11292,"Atlanta, GA","Denver, CO",1199,1260,1882,R1882
11292,14869,"Denver, CO","Salt Lake City, UT",391,6725,1883,R1883
11292,13232,"Denver, CO","Chicago, IL",895,6725,1884,R1884
11292,10397,"Denver, CO","Atlanta, GA",1199,1260,1885,R1885
11292,12264,"Denver, CO","Washington, DC",1452,0A875,1886,R1886
11292,13487,"Denver, CO","Minneapolis, MN",680,1260,1887,R1887
13487,11292,"Minneapolis, MN","Denver, CO",680,1260,1888,R1888
13232,11292,"Chicago, IL","Denver, CO",895,6725,1889,R1889
11292,11259,"Denver, CO","Dallas, TX",651,6725,1890,R1890
14869,11292,"Salt Lake City, UT","Denver, CO",391,6725,1891,R1891
11259,11292,"Dallas, TX","Denver, CO",651,6725,1892,R1892
11292,12266,"Denver, CO","Houston, TX",862,0A875,1893,R1893
12892,11292,"Los Angeles, CA","Denver, CO",862,6725,1894,R1894
11292,12892,"Denver, CO","Los Angeles, CA",862,6725,1895,R1895
10372,11292,"Aspen, CO","Denver, CO",125,6700,1896,R1896
11292,10372,"Denver, CO","Aspen, CO",125,6700,1897,R1897
13198,11292,"Kansas City, MO","Denver, CO",533,6725,1898,R1898
11057,11292,"Charlotte, NC","Denver, CO",1337,0A050,1899,R1899
11292,11057,"Denver, CO","Charlotte, NC",1337,0A050,1900,R1900
11292,13198,"Denver, CO","Kansas City, MO",533,6725,1901,R1901
11292,14107,"Denver, CO","Phoenix, AZ",602,6725,1902,R1902
14107,11292,"Phoenix, AZ","Denver, CO",602,6725,1903,R1903
12889,11292,"Las Vegas, NV","Denver, CO",628,6725,1904,R1904
13930,11292,"Chicago, IL","Denver, CO",888,0A875,1905,R1905
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,0A050,1906,R1906
11292,13930,"Denver, CO","Chicago, IL",888,0A875,1907,R1907
11292,12889,"Denver, CO","Las Vegas, NV",628,6725,1908,R1908
11298,11292,"Dallas/Fort Worth, TX","Denver, CO",641,0A050,1909,R1909
