Payload,Seats,Ramp_To_Ramp,Air_Time,Passengers,Freight,Mail,Origin,Dest,Aircraft_Type,Aircraft_Config,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,Origin_City_Name,Dest_City_Name,Origin_State_Abr,Dest_State_Abr,CLASS,DISTANCE,DISTANCE_GROUP,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,Year,Quarter,Month
1300637,4736,3006,2287,4461,758,13284,DEN,OMA,698,1,United Air Lines Inc.,0A875,"Denver, CO","Omaha, NE",CO,NE,F,472,1,37,37,2017,2,6
1496393,6094,9412,8153,5570,1118,47024,EWR,DEN,614,1,United Air Lines Inc.,0A875,"Newark, NJ","Denver, CO",NJ,CO,F,1605,4,37,37,2017,2,6
1344205,5700,5603,4641,5281,1549,21376,ORD,DEN,694,1,United Air Lines Inc.,0A875,"Chicago, IL","Denver, CO",IL,CO,F,888,2,37,38,2017,2,6
1280200,5291,3676,3063,4737,917,0,BOI,DEN,612,1,Southwest Airlines Co.,6725,"Boise, ID","Denver, CO",ID,CO,F,649,2,37,37,2017,2,6
1280200,5291,5656,5026,4958,13681,0,DEN,CMH,612,1,Southwest Airlines Co.,6725,"Denver, CO","Columbus, OH",CO,OH,F,1154,3,37,37,2017,2,6
1280200,5291,7631,6880,4990,4064,0,DEN,MCO,612,1,Southwest Airlines Co.,6725,"Denver, CO","Orlando, FL",CO,FL,F,1546,4,37,37,2017,2,6
1280200,5291,7428,6723,4886,3250,0,DEN,TPA,612,1,Southwest Airlines Co.,6725,"Denver, CO","Tampa, FL",CO,FL,F,1506,4,37,37,2017,2,6
1605800,6475,8330,7622,6252,6723,0,MCO,DEN,614,1,Southwest Airlines Co.,6725,"Orlando, FL","Denver, CO",FL,CO,F,1546,4,37,37,2017,2,6
411366,1850,5210,4278,1478,0,0,MLI,DEN,675,1,Trans States Airlines,6904,"Moline, IL","Denver, CO",IL,CO,F,752,2,37,37,2017,2,6
506000,1900,3862,3004,1568,0,0,BIS,DEN,629,1,SkyWest Airlines Inc.,6700,"Bismarck/Mandan, ND","Denver, CO",ND,CO,F,516,2,38,38,2017,2,6
506000,1900,3745,2811,1382,0,0,DEN,BIS,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Bismarck/Mandan, ND",CO,ND,F,516,2,38,38,2017,2,6
1342729,4864,5541,4479,4290,6000,12898,SFO,DEN,698,1,United Air Lines Inc.,0A875,"San Francisco, CA","Denver, CO",CA,CO,F,967,2,38,38,2017,2,6
1280200,5291,8039,7112,5135,7039,0,DEN,LGA,612,1,Southwest Airlines Co.,6725,"Denver, CO","New York, NY",CO,NY,F,1620,4,38,37,2017,2,6
1314800,5434,5041,4316,4814,5181,0,DEN,RNO,612,1,Southwest Airlines Co.,6725,"Denver, CO","Reno, NV",CO,NV,F,804,2,38,38,2017,2,6
1185240,4216,6008,5144,3939,4141,3993,DEN,SEA,612,1,Alaska Airlines Inc.,6031,"Denver, CO","Seattle, WA",CO,WA,F,1024,3,38,34,2017,2,6
433602,1950,3652,2725,1542,0,0,LNK,DEN,675,1,Trans States Airlines,6904,"Lincoln, NE","Denver, CO",NE,CO,F,423,1,39,39,2017,2,6
1349400,5577,6025,5396,5182,9331,0,DEN,PDX,612,1,Southwest Airlines Co.,6725,"Denver, CO","Portland, OR",CO,OR,F,991,2,39,39,2017,2,6
1220100,4340,5355,4405,4029,1856,0,SEA,DEN,612,1,Alaska Airlines Inc.,6031,"Seattle, WA","Denver, CO",WA,CO,F,1024,3,39,35,2017,2,6
1349400,5577,4142,3552,4784,7185,0,DEN,BOI,612,1,Southwest Airlines Co.,6725,"Denver, CO","Boise, ID",CO,ID,F,649,2,39,39,2017,2,6
1257230,4992,4302,3403,4248,610,0,DSM,DEN,698,1,United Air Lines Inc.,0A875,"Des Moines, IA","Denver, CO",IA,CO,F,589,2,39,39,2017,2,6
1378403,4992,3658,2895,4415,3569,0,DEN,DSM,698,1,United Air Lines Inc.,0A875,"Denver, CO","Des Moines, IA",CO,IA,F,589,2,39,39,2017,2,6
1428551,6000,5546,4438,5580,9102,23238,LAX,DEN,694,1,United Air Lines Inc.,0A875,"Los Angeles, CA","Denver, CO",CA,CO,F,862,2,40,40,2017,2,6
608000,3040,4713,3713,2804,0,0,TUS,DEN,673,1,SkyWest Airlines Inc.,6700,"Tucson, AZ","Denver, CO",AZ,CO,F,639,2,40,40,2017,2,6
180000,760,3470,2829,382,0,0,DEN,RIW,405,1,Great Lakes Airlines,6932,"Denver, CO","Riverton/Lander, WY",CO,WY,F,296,1,40,40,2017,2,6
1382661,4992,5131,4503,4638,441,2148,DEN,SAN,698,1,United Air Lines Inc.,0A875,"Denver, CO","San Diego, CA",CO,CA,F,853,2,40,39,2017,2,6
608000,3040,4704,3576,2826,0,0,BOI,DEN,673,1,SkyWest Airlines Inc.,6700,"Boise, ID","Denver, CO",ID,CO,F,649,2,40,40,2017,2,6
529500,2000,2945,2083,1453,0,0,RAP,DEN,629,1,SkyWest Airlines Inc.,6700,"Rapid City, SD","Denver, CO",SD,CO,F,300,1,40,40,2017,2,6
1371985,4992,5363,4332,4750,1089,9758,SAN,DEN,698,1,United Air Lines Inc.,0A875,"San Diego, CA","Denver, CO",CA,CO,F,853,2,40,39,2017,2,6
1380308,5248,5008,4110,3950,210,0,CID,DEN,698,1,United Air Lines Inc.,0A875,"Cedar Rapids/Iowa City, IA","Denver, CO",IA,CO,F,692,2,41,41,2017,2,6
1443020,5248,4365,3565,3976,92,0,DEN,CID,698,1,United Air Lines Inc.,0A875,"Denver, CO","Cedar Rapids/Iowa City, IA",CO,IA,F,692,2,41,41,2017,2,6
1464197,6150,3375,2592,4739,620,0,DEN,JAC,694,1,United Air Lines Inc.,0A875,"Denver, CO","Jackson, WY",CO,WY,F,406,1,41,41,2017,2,6
1501396,6300,6226,4846,5843,3087,25177,DEN,LAX,694,1,United Air Lines Inc.,0A875,"Denver, CO","Los Angeles, CA",CO,CA,F,862,2,41,42,2017,2,6
1322189,5248,4882,3797,5009,1674,21481,DFW,DEN,698,1,United Air Lines Inc.,0A875,"Dallas/Fort Worth, TX","Denver, CO",TX,CO,F,641,2,41,41,2017,2,6
1452029,5248,4798,3951,4051,39,0,FCA,DEN,698,1,United Air Lines Inc.,0A875,"Kalispell, MT","Denver, CO",MT,CO,F,752,2,41,41,2017,2,6
1779400,7175,4203,3363,6430,3863,0,LAS,DEN,614,1,Southwest Airlines Co.,6725,"Las Vegas, NV","Denver, CO",NV,CO,F,628,2,41,41,2017,2,6
1779400,7175,5316,4588,6641,8682,0,STL,DEN,614,1,Southwest Airlines Co.,6725,"St. Louis, MO","Denver, CO",MO,CO,F,770,2,41,41,2017,2,6
180000,760,3414,2686,351,0,0,RIW,DEN,405,1,Great Lakes Airlines,6932,"Riverton/Lander, WY","Denver, CO",WY,CO,F,296,1,41,40,2017,2,6
1308948,5016,3091,2212,4557,7710,1601,SLC,DEN,698,1,Delta Air Lines Inc.,1260,"Salt Lake City, UT","Denver, CO",UT,CO,F,391,1,42,38,2017,2,6
638400,3192,6505,5414,2660,0,0,DEN,BUR,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Burbank, CA",CO,CA,F,850,2,42,42,2017,2,6
638400,3192,4054,2994,2630,0,0,DEN,OKC,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Oklahoma City, OK",CO,OK,F,495,1,42,42,2017,2,6
638400,3192,3055,2009,2448,0,0,DEN,RAP,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Rapid City, SD",CO,SD,F,300,1,42,42,2017,2,6
556500,2100,3834,2740,1887,0,0,DEN,SLC,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Salt Lake City, UT",CO,UT,F,391,1,42,42,2017,2,6
638400,3192,4417,3436,2797,0,0,OKC,DEN,673,1,SkyWest Airlines Inc.,6700,"Oklahoma City, OK","Denver, CO",OK,CO,F,495,1,42,42,2017,2,6
1450992,5376,5368,4457,4866,2812,0,DEN,FCA,698,1,United Air Lines Inc.,0A875,"Denver, CO","Kalispell, MT",CO,MT,F,752,2,42,42,2017,2,6
1804225,7518,6045,5170,6536,2061,23689,DEN,SMF,634,1,United Air Lines Inc.,0A875,"Denver, CO","Sacramento, CA",CO,CA,F,909,2,42,42,2017,2,6
1418600,5863,9261,8474,4751,15999,0,BWI,DEN,612,1,Southwest Airlines Co.,6725,"Baltimore, MD","Denver, CO",MD,CO,F,1491,3,42,41,2017,2,6
1822800,7350,6279,5265,5983,23466,0,SEA,DEN,614,1,Southwest Airlines Co.,6725,"Seattle, WA","Denver, CO",WA,CO,F,1024,3,42,42,2017,2,6
1285700,4729,7447,6356,4337,0,0,DEN,SEA,608,1,Delta Air Lines Inc.,1260,"Denver, CO","Seattle, WA",CO,WA,F,1024,3,43,43,2017,2,6
1343394,5148,3363,2603,4489,1083,48,DEN,SLC,698,1,Delta Air Lines Inc.,1260,"Denver, CO","Salt Lake City, UT",CO,UT,F,391,1,43,39,2017,2,6
653600,3268,6219,4925,3017,0,0,DEN,MEM,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Memphis, TN",CO,TN,F,872,2,43,43,2017,2,6
1394121,6450,3442,2561,5042,83,0,JAC,DEN,694,1,United Air Lines Inc.,0A875,"Jackson, WY","Denver, CO",WY,CO,F,406,1,43,43,2017,2,6
1498183,6450,9454,8507,6246,1556,1628,RDU,DEN,694,1,United Air Lines Inc.,0A875,"Raleigh/Durham, NC","Denver, CO",NC,CO,F,1436,3,43,43,2017,2,6
1285700,4728,6821,5475,4378,1512,168,SEA,DEN,608,1,Delta Air Lines Inc.,1260,"Seattle, WA","Denver, CO",WA,CO,F,1024,3,44,43,2017,2,6
757230,3010,7608,6287,2565,0,0,DEN,ATL,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Atlanta, GA",CO,GA,F,1199,3,44,43,2017,2,6
1812400,7280,7151,6100,6246,2266,56522,DEN,DTW,614,1,United Air Lines Inc.,0A875,"Denver, CO","Detroit, MI",CO,MI,F,1123,3,44,44,2017,2,6
1851767,7876,9142,8249,7006,1511,13487,DEN,MCO,634,1,United Air Lines Inc.,0A875,"Denver, CO","Orlando, FL",CO,FL,F,1546,4,44,44,2017,2,6
1931438,7876,5891,5018,7196,1178,255,DEN,SAN,634,1,United Air Lines Inc.,0A875,"Denver, CO","San Diego, CA",CO,CA,F,853,2,44,44,2017,2,6
1423502,5632,5276,4269,5065,482,8914,MSP,DEN,698,1,United Air Lines Inc.,0A875,"Minneapolis, MN","Denver, CO",MN,CO,F,680,2,44,44,2017,2,6
1909600,7700,5769,4878,7402,7872,0,DEN,MKE,614,1,Southwest Airlines Co.,6725,"Denver, CO","Milwaukee, WI",CO,WI,F,896,2,44,44,2017,2,6
1909600,7700,5738,5015,7077,6124,0,DEN,SAN,614,1,Southwest Airlines Co.,6725,"Denver, CO","San Diego, CA",CO,CA,F,853,2,44,44,2017,2,6
827670,3290,5606,4458,3004,0,0,DEN,STL,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","St. Louis, MO",CO,MO,F,770,2,45,47,2017,2,6
600500,2250,5438,4479,1747,0,0,SGF,DEN,629,1,SkyWest Airlines Inc.,6700,"Springfield, MO","Denver, CO",MO,CO,F,637,2,45,45,2017,2,6
1598251,6750,8760,7661,6406,5090,18839,DEN,RDU,694,1,United Air Lines Inc.,0A875,"Denver, CO","Raleigh/Durham, NC",CO,NC,F,1436,3,45,45,2017,2,6
2070000,10350,6771,5191,9407,0,0,DEN,ORD,699,1,Frontier Airlines Inc.,6460,"Denver, CO","Chicago, IL",CO,IL,F,888,2,45,45,2017,2,6
2070000,10350,7721,5849,9732,0,0,ORD,DEN,699,1,Frontier Airlines Inc.,6460,"Chicago, IL","Denver, CO",IL,CO,F,888,2,45,45,2017,2,6
699200,3496,4779,3533,3249,0,0,DEN,DSM,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Des Moines, IA",CO,IA,F,589,2,46,46,2017,2,6
699200,3496,7436,6365,3110,0,0,DEN,SJC,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","San Jose, CA",CO,CA,F,948,2,46,46,2017,2,6
699200,3496,6976,5930,3231,0,0,SJC,DEN,673,1,SkyWest Airlines Inc.,6700,"San Jose, CA","Denver, CO",CA,CO,F,948,2,46,46,2017,2,6
1865886,8234,10944,9732,7491,18225,25930,DEN,BOS,634,1,United Air Lines Inc.,0A875,"Denver, CO","Boston, MA",CO,MA,F,1754,4,46,46,2017,2,6
2154661,8389,6872,5501,7767,15937,7241,DEN,ORD,634,1,United Air Lines Inc.,0A875,"Denver, CO","Chicago, IL",CO,IL,F,888,2,46,47,2017,2,6
1805350,7612,8211,7248,6859,418,43975,DTW,DEN,614,1,United Air Lines Inc.,0A875,"Detroit, MI","Denver, CO",MI,CO,F,1123,3,46,46,2017,2,6
1631725,5888,6514,5438,5284,446,0,MSN,DEN,698,1,United Air Lines Inc.,0A875,"Madison, WI","Denver, CO",WI,CO,F,826,2,46,46,2017,2,6
511428,2300,6332,5405,2129,0,0,STL,DEN,675,1,Trans States Airlines,6904,"St. Louis, MO","Denver, CO",MO,CO,F,770,2,46,46,2017,2,6
207000,874,3677,2986,381,0,0,FMN,DEN,405,1,Great Lakes Airlines,6932,"Farmington, NM","Denver, CO",NM,CO,F,289,1,46,46,2017,2,6
1788434,7360,12167,10397,6261,1727,0,LGA,DEN,694,1,Delta Air Lines Inc.,1260,"New York, NY","Denver, CO",NY,CO,F,1620,4,47,46,2017,2,6
617500,2300,5615,4337,1757,0,0,MSO,DEN,629,1,SkyWest Airlines Inc.,6700,"Missoula, MT","Denver, CO",MT,CO,F,679,2,47,46,2017,2,6
714400,3572,6448,5455,2847,0,0,RDM,DEN,673,1,SkyWest Airlines Inc.,6700,"Bend/Redmond, OR","Denver, CO",OR,CO,F,898,2,47,47,2017,2,6
1642081,7050,10449,9090,6450,9437,18913,DEN,EWR,694,1,United Air Lines Inc.,0A875,"Denver, CO","Newark, NJ",CO,NJ,F,1605,4,47,47,2017,2,6
1604832,5888,5499,4606,5287,169,0,DEN,MSN,698,1,United Air Lines Inc.,0A875,"Denver, CO","Madison, WI",CO,WI,F,826,2,47,46,2017,2,6
1959851,8401,9824,8590,6895,4324,42659,DEN,PHL,634,1,United Air Lines Inc.,0A875,"Denver, CO","Philadelphia, PA",CO,PA,F,1558,4,47,47,2017,2,6
2267265,7943,11607,10185,7486,6677,89632,EWR,DEN,622,1,United Air Lines Inc.,0A875,"Newark, NJ","Denver, CO",NJ,CO,F,1605,4,47,47,2017,2,6
1677356,7050,10626,9479,6692,6438,21421,MCO,DEN,694,1,United Air Lines Inc.,0A875,"Orlando, FL","Denver, CO",FL,CO,F,1546,4,47,47,2017,2,6
2039800,8225,6679,5473,7485,27946,0,DEN,LAX,614,1,Southwest Airlines Co.,6725,"Denver, CO","Los Angeles, CA",CO,CA,F,862,2,47,47,2017,2,6
2039800,8225,5994,5135,7583,40569,0,LAX,DEN,614,1,Southwest Airlines Co.,6725,"Los Angeles, CA","Denver, CO",CA,CO,F,862,2,47,47,2017,2,6
897324,3289,6835,5581,3090,0,0,DEN,IND,677,1,Republic Airlines,6003,"Denver, CO","Indianapolis, IN",CO,IN,F,977,2,47,47,2017,2,6
202500,855,3813,3048,385,0,0,DEN,FMN,405,1,Great Lakes Airlines,6932,"Denver, CO","Farmington, NM",CO,NM,F,289,1,47,45,2017,2,6
1956960,7680,10832,9503,7288,7102,417,DEN,JFK,614,1,Delta Air Lines Inc.,1260,"Denver, CO","New York, NY",CO,NY,F,1626,4,48,48,2017,2,6
1795190,7427,8314,7205,7061,3605,6016,DTW,DEN,656,1,Delta Air Lines Inc.,1260,"Detroit, MI","Denver, CO",MI,CO,F,1123,3,48,47,2017,2,6
1956860,7679,13164,10873,7342,16456,19662,JFK,DEN,614,1,Delta Air Lines Inc.,1260,"New York, NY","Denver, CO",NY,CO,F,1626,4,48,48,2017,2,6
641000,2400,4841,3611,2134,0,0,DEN,TUL,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Tulsa, OK",CO,OK,F,541,2,48,48,2017,2,6
1887524,7944,8905,7950,7395,482,11828,CLE,DEN,614,1,United Air Lines Inc.,0A875,"Cleveland, OH","Denver, CO",OH,CO,F,1201,3,48,48,2017,2,6
2261341,8112,10709,9213,7386,10665,44602,DEN,EWR,622,1,United Air Lines Inc.,0A875,"Denver, CO","Newark, NJ",CO,NJ,F,1605,4,48,48,2017,2,6
1660800,6864,9288,8556,6423,3298,0,PIT,DEN,612,1,Southwest Airlines Co.,6725,"Pittsburgh, PA","Denver, CO",PA,CO,F,1290,3,48,48,2017,2,6
1833360,7583,7921,6802,7029,2608,58,DEN,DTW,656,1,Delta Air Lines Inc.,1260,"Denver, CO","Detroit, MI",CO,MI,F,1123,3,49,48,2017,2,6
1827313,7499,10779,9185,6666,729,0,DEN,LGA,694,1,Delta Air Lines Inc.,1260,"Denver, CO","New York, NY",CO,NY,F,1620,4,49,47,2017,2,6
862890,3430,6122,4926,3165,0,0,DEN,AUS,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Austin, TX",CO,TX,F,775,2,49,49,2017,2,6
862890,3430,4206,3124,2769,0,0,DEN,JAC,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Jackson, WY",CO,WY,F,406,1,49,49,2017,2,6
862890,3430,4283,2945,2522,0,0,JAC,DEN,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Jackson, WY","Denver, CO",WY,CO,F,406,1,49,49,2017,2,6
658000,2450,7125,5865,1877,0,0,BFL,DEN,629,1,SkyWest Airlines Inc.,6700,"Bakersfield, CA","Denver, CO",CA,CO,F,845,2,49,49,2017,2,6
631000,2350,6114,4972,2083,0,0,DEN,MSO,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Missoula, MT",CO,MT,F,679,2,49,47,2017,2,6
744800,3724,7919,6580,2747,0,0,DEN,RDM,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Bend/Redmond, OR",CO,OR,F,898,2,49,49,2017,2,6
1975044,8098,11230,10051,7447,1648,6423,MCO,DEN,614,1,United Air Lines Inc.,0A875,"Orlando, FL","Denver, CO",FL,CO,F,1546,4,49,49,2017,2,6
2182461,8759,7262,6059,7755,4512,10884,PDX,DEN,634,1,United Air Lines Inc.,0A875,"Portland, OR","Denver, CO",OR,CO,F,991,2,49,49,2017,2,6
1660800,6864,11826,10533,6315,21866,0,EWR,DEN,612,1,Southwest Airlines Co.,6725,"Newark, NJ","Denver, CO",NJ,CO,F,1605,4,49,48,2017,2,6
490000,2450,7055,5675,2193,0,0,IAH,COS,675,1,ExpressJet Airlines Inc.,6085,"Houston, TX","Colorado Springs, CO",TX,CO,F,809,2,49,49,2017,2,6
548134,2500,3624,2797,2024,0,0,DEN,PIR,675,1,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,6081,"Denver, CO","Pierre, SD",CO,SD,F,385,1,50,50,2017,2,6
671500,2500,3300,2154,2016,0,0,DEN,DRO,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Durango, CO",CO,CO,F,250,1,50,50,2017,2,6
671500,2500,3402,2153,1892,0,0,DRO,DEN,629,1,SkyWest Airlines Inc.,6700,"Durango, CO","Denver, CO",CO,CO,F,250,1,50,50,2017,2,6
931665,3500,8273,7058,2878,0,0,ORD,ASE,631,1,SkyWest Airlines Inc.,6700,"Chicago, IL","Aspen, CO",IL,CO,F,1013,3,50,50,2017,2,6
2044645,8288,15042,14069,5427,52536,3227,ANC,DEN,614,1,United Air Lines Inc.,0A875,"Anchorage, AK","Denver, CO",AK,CO,F,2405,5,50,50,2017,2,6
2170000,8750,6822,5912,7861,17156,0,OAK,DEN,614,1,Southwest Airlines Co.,6725,"Oakland, CA","Denver, CO",CA,CO,F,957,2,50,50,2017,2,6
560826,2550,3903,3189,1858,0,0,PIR,DEN,675,1,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,6081,"Pierre, SD","Denver, CO",SD,CO,F,385,1,51,51,2017,2,6
949310,3570,8101,6734,2245,0,0,ASE,ORD,631,1,SkyWest Airlines Inc.,6700,"Aspen, CO","Chicago, IL",CO,IL,F,1013,3,51,51,2017,2,6
664500,2500,4596,3053,1912,0,0,SLC,DEN,629,1,SkyWest Airlines Inc.,6700,"Salt Lake City, UT","Denver, CO",UT,CO,F,391,1,51,50,2017,2,6
775200,3876,7290,6141,3307,0,0,SMF,DEN,673,1,SkyWest Airlines Inc.,6700,"Sacramento, CA","Denver, CO",CA,CO,F,909,2,51,51,2017,2,6
1764600,7293,11613,10486,6809,7460,0,IAD,DEN,612,1,Southwest Airlines Co.,6725,"Washington, DC","Denver, CO",VA,CO,F,1452,3,51,51,2017,2,6
305500,1410,4423,3602,730,0,0,DEN,SLN,461,1,Great Lakes Airlines,6932,"Denver, CO","Salina, KS",CO,KS,F,383,1,51,47,2017,2,6
299000,1380,4991,4252,758,0,0,SLN,DEN,461,1,Great Lakes Airlines,6932,"Salina, KS","Denver, CO",KS,CO,F,383,1,51,46,2017,2,6
681500,2550,3389,2270,828,0,0,DEN,HYS,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Hays, KS",CO,KS,F,298,1,52,51,2017,2,6
695000,2600,5510,4231,1949,0,0,DEN,JMS,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Jamestown, ND",CO,ND,F,573,2,52,52,2017,2,6
698500,2600,2321,1213,1185,0,0,DEN,LAR,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Laramie, WY",CO,WY,F,113,1,52,52,2017,2,6
691500,2600,5633,4367,1975,0,0,DEN,SGF,629,1,SkyWest Airlines Inc.,6700,"Denver, CO","Springfield, MO",CO,MO,F,637,2,52,52,2017,2,6
681500,2550,3696,2687,787,0,0,HYS,DEN,629,1,SkyWest Airlines Inc.,6700,"Hays, KS","Denver, CO",KS,CO,F,298,1,52,51,2017,2,6
2168304,8620,5687,4519,7204,2650,16993,DEN,LAS,614,1,United Air Lines Inc.,0A875,"Denver, CO","Las Vegas, NV",CO,NV,F,628,2,52,52,2017,2,6
2147744,8620,7254,5738,7769,759,34846,SAN,DEN,614,1,United Air Lines Inc.,0A875,"San Diego, CA","Denver, CO",CA,CO,F,853,2,52,52,2017,2,6
2256800,9100,8380,7428,8402,30930,0,BNA,DEN,614,1,Southwest Airlines Co.,6725,"Nashville, TN","Denver, CO",TN,CO,F,1014,3,52,52,2017,2,6
1799200,7436,5024,4177,6899,4387,0,TUL,DEN,612,1,Southwest Airlines Co.,6725,"Tulsa, OK","Denver, CO",OK,CO,F,541,2,52,52,2017,2,6
578136,2600,4852,3710,1759,0,0,DEN,DIK,675,1,Trans States Airlines,6904,"Denver, CO","Dickinson, ND",CO,ND,F,488,1,52,52,2017,2,6
578136,2600,4873,3868,1671,0,0,DIK,DEN,675,1,Trans States Airlines,6904,"Dickinson, ND","Denver, CO",ND,CO,F,488,1,52,52,2017,2,6
78400,392,2986,2516,348,0,0,AIA,DEN,479,1,Boutique Air,1177,"Alliance, NE","Denver, CO",NE,CO,F,180,1,52,49,2017,2,6
81600,408,3581,3117,321,0,0,CDR,DEN,479,1,Boutique Air,1177,"Chadron, NE","Denver, CO",NE,CO,F,221,1,52,51,2017,2,6
104000,416,4148,3385,385,0,0,CEZ,DEN,458,1,Boutique Air,1177,"Cortez, CO","Denver, CO",CO,CO,F,277,1,52,52,2017,2,6
81600,408,3084,2471,312,0,0,DEN,AIA,479,1,Boutique Air,1177,"Denver, CO","Alliance, NE",CO,NE,F,180,1,52,51,2017,2,6
78400,392,3414,2778,346,0,0,DEN,CDR,479,1,Boutique Air,1177,"Denver, CO","Chadron, NE",CO,NE,F,221,1,52,49,2017,2,6
83200,416,3462,2760,250,0,0,DEN,MCK,479,1,Boutique Air,1177,"Denver, CO","McCook, NE",CO,NE,F,218,1,52,52,2017,2,6
104000,416,4029,3116,345,0,0,DEN,VEL,458,1,Boutique Air,1177,"Denver, CO","Vernal, UT",CO,UT,F,259,1,52,52,2017,2,6
83200,416,3819,3291,242,0,0,MCK,DEN,479,1,Boutique Air,1177,"McCook, NE","Denver, CO",NE,CO,F,218,1,52,52,2017,2,6
102000,408,3657,2947,356,0,0,VEL,DEN,458,1,Boutique Air,1177,"Vernal, UT","Denver, CO",UT,CO,F,259,1,52,51,2017,2,6
898110,3570,7895,6560,3095,0,0,DEN,DAY,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Dayton, OH",CO,OH,F,1085,3,53,51,2017,2,6
712000,2650,2546,1430,1249,0,0,LAR,DEN,629,1,SkyWest Airlines Inc.,6700,"Laramie, WY","Denver, CO",WY,CO,F,113,1,53,53,2017,2,6
702000,2600,7491,6183,2314,0,0,LIT,DEN,629,1,SkyWest Airlines Inc.,6700,"Little Rock, AR","Denver, CO",AR,CO,F,771,2,53,52,2017,2,6
1942938,8774,17289,16036,7770,7890,8660,DEN,ANC,614,1,United Air Lines Inc.,0A875,"Denver, CO","Anchorage, AK",CO,AK,F,2405,5,53,53,2017,2,6
1011876,3710,2158,916,3288,0,0,DEN,COS,677,1,Republic Airlines,6003,"Denver, CO","Colorado Springs, CO",CO,CO,F,73,1,53,53,2017,2,6
589254,2650,4057,3045,2218,0,0,AMA,DEN,675,1,Trans States Airlines,6904,"Amarillo, TX","Denver, CO",TX,CO,F,359,1,53,53,2017,2,6
578136,2600,3858,2716,2043,0,0,DEN,AMA,675,1,Trans States Airlines,6904,"Denver, CO","Amarillo, TX",CO,TX,F,359,1,53,52,2017,2,6
729000,2700,8810,6868,2274,0,0,COS,LAX,629,1,SkyWest Airlines Inc.,6700,"Colorado Springs, CO","Los Angeles, CA",CO,CA,F,834,2,54,54,2017,2,6
820800,4104,8738,7312,3739,0,0,DEN,SMF,673,1,SkyWest Airlines Inc.,6700,"Denver, CO","Sacramento, CA",CO,CA,F,909,2,54,54,2017,2,6
2245544,9666,8187,7195,8320,3000,62158,DEN,PDX,634,1,United Air Lines Inc.,0A875,"Denver, CO","Portland, OR",CO,OR,F,991,2,54,54,2017,2,6
2361377,9654,7927,6507,8865,10033,9054,IAH,DEN,634,1,United Air Lines Inc.,0A875,"Houston, TX","Denver, CO",TX,CO,F,862,2,54,54,2017,2,6
1868400,7722,10515,9041,7356,22635,0,ATL,DEN,612,1,Southwest Airlines Co.,6725,"Atlanta, GA","Denver, CO",GA,CO,F,1199,3,54,54,2017,2,6
1868400,7722,7213,6272,6379,10330,0,DEN,GEG,612,1,Southwest Airlines Co.,6725,"Denver, CO","Spokane, WA",CO,WA,F,836,2,54,54,2017,2,6
1799200,7436,7714,6774,6864,2684,0,DEN,MSY,612,1,Southwest Airlines Co.,6725,"Denver, CO","New Orleans, LA",CO,LA,F,1062,3,54,52,2017,2,6
1620000,8100,5787,4600,7563,0,0,DEN,PHX,698,1,Frontier Airlines Inc.,6460,"Denver, CO","Phoenix, AZ",CO,AZ,F,602,2,54,54,2017,2,6
1620000,8100,5794,4381,7396,0,0,PHX,DEN,698,1,Frontier Airlines Inc.,6460,"Phoenix, AZ","Denver, CO",AZ,CO,F,602,2,54,54,2017,2,6
106000,424,4226,3411,377,0,0,DEN,CEZ,458,1,Boutique Air,1177,"Denver, CO","Cortez, CO",CO,CO,F,277,1,54,53,2017,2,6
2736800,10429,9443,7994,9463,9093,3993,DEN,ATL,622,1,Delta Air Lines Inc.,1260,"Denver, CO","Atlanta, GA",CO,GA,F,1199,3,55,55,2017,2,6
968550,3850,3317,2166,3151,0,0,DEN,MTJ,631,1,GoJet Airlines LLC d/b/a United Express,7041,"Denver, CO","Montrose/Delta, CO",CO,CO,F,196,1,55,55,2017,2,6
